id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1437978220549312513,1437978220549312513,2021-09-15 00:14:58 SA Eastern Standard Time,2021-09-15,00:14:58,-0300,867146987229073409,multimetaiscomp,Multimetais Comp.,,"Podemos perguntar?   Salvo o excelente passeio e agradável confraternização por conta dos brasileiros; qual a solução encontrada por tais pessoas para o fim dos desmatamentos, às incessantes queimadas, o garimpo ilegal, ás perseguições e exposição dos índios isolados na Amazônia?",pt,[],[],[],0,0,0,[],[],https://twitter.com/MultimetaisComp/status/1437978220549312513,False,https://twitter.com/BrigitteSCollet/status/1437551198744289284,0,,,,,,,,[],,,,
1437965115375161346,1437965115375161346,2021-09-14 23:22:54 SA Eastern Standard Time,2021-09-14,23:22:54,-0300,1100511618159517696,espacoparaense,Amazônia Rebelde,,"Muito se fala sobre a preservação ambiental, mas na prática o que estamos fazendo para cuidar da natureza?   https://t.co/Ofi7weqDY8  #queimadas #incêndio #preservaçãoambiental #cuidedanatureza #TodosPelaAmazônia #sosamazonia  https://t.co/XCUKeUvDXp",pt,[],['https://www.instagram.com/p/CT00YeVozT2/'],['https://pbs.twimg.com/media/E_StaFBWUAMtGHh.jpg'],0,1,3,"['queimadas', 'incêndio', 'preservaçãoambiental', 'cuidedanatureza', 'todospelaamazônia', 'sosamazonia']",[],https://twitter.com/espacoparaense/status/1437965115375161346,False,,1,https://pbs.twimg.com/media/E_StaFBWUAMtGHh.jpg,,,,,,,[],,,,
1437957851104878599,1437957851104878599,2021-09-14 22:54:02 SA Eastern Standard Time,2021-09-14,22:54:02,-0300,1249865446351929345,edysonfernan100,Edyson Fernandez,,Não é esse pessoal que faz passeata contra as queimadas na Amazônia?,pt,[],[],[],0,0,0,[],[],https://twitter.com/EdysonFernan100/status/1437957851104878599,False,https://twitter.com/revistaoeste/status/1437955830125633544,0,,,,,,,,[],,,,
1437956834376273926,1437956620991045633,2021-09-14 22:49:59 SA Eastern Standard Time,2021-09-14,22:49:59,-0300,933842853175988224,byeandyx,andy,,as consequências das queimadas na Amazônia chegaram mais cedo do que eu imaginava,pt,[],[],[],0,0,1,[],[],https://twitter.com/byeandyx/status/1437956834376273926,False,,0,,,,,,,,[],,,,
1437948542656647178,1437863544339447808,2021-09-14 22:17:03 SA Eastern Standard Time,2021-09-14,22:17:03,-0300,1709814516,ms3rgi0,Anderson,,@Lorelay_Fox As árvores queimadas da Amazônia @Lorelay_Fox,pt,"[{'screen_name': 'lorelay_fox', 'name': 'lorelay fox 🏳️\u200d🌈', 'id': '79171702'}]",[],[],0,0,0,[],[],https://twitter.com/ms3rgi0/status/1437948542656647178,False,,0,,,,,,,,"[{'screen_name': 'Lorelay_Fox', 'name': 'Lorelay Fox 🏳️\u200d🌈', 'id': '79171702'}]",,,,
1437926781135294475,1437926781135294475,2021-09-14 20:50:34 SA Eastern Standard Time,2021-09-14,20:50:34,-0300,1368713274171285505,leonard16370042,Leonardo Prates,,"CALOR DEMAIS, NÉ?  Desmatamento crescente na Amazônia, recorde de queimadas, o negacionismo climático do desgoverno, que, literalmente, abriu a porteira para passar a boiada do garimpo ilegal em terras indígenas e dos madeireiros de áreas de preservação permanente.",pt,[],[],[],0,0,1,[],[],https://twitter.com/Leonard16370042/status/1437926781135294475,False,,0,,,,,,,,[],,,,
1437919223318253568,1437919223318253568,2021-09-14 20:20:32 SA Eastern Standard Time,2021-09-14,20:20:32,-0300,1103503493896331264,josecar60286298,Jose Carlos Santos,,"Onde estão os ativistas como GreanPeace, Greta Thumberg, isso acontece todos os anos. Será que esses animais são menos importantes que a amazônia? Criticar as queimadas da Amazônia dá mais Ibope. Onde está a defesa para acabar com essa vergonha mundial?",pt,[],[],[],0,0,0,[],[],https://twitter.com/JoseCar60286298/status/1437919223318253568,False,https://twitter.com/g1/status/1437903757900136448,0,,,,,,,,[],,,,
1437918134518833155,1437912240997511172,2021-09-14 20:16:13 SA Eastern Standard Time,2021-09-14,20:16:13,-0300,1201676892740476928,bruninsla,Brunin 🇧🇪,,"@Oficial_STJD @TozzaFla Aos adversários, chorem na Amazônia, no Cerrado, assim vocês impedem as queimadas",pt,[],[],[],0,0,5,[],[],https://twitter.com/bruninsla/status/1437918134518833155,False,,0,,,,,,,,"[{'screen_name': 'Oficial_STJD', 'name': 'STJD', 'id': '1157843277107945472'}, {'screen_name': 'TozzaFla', 'name': 'Tozza', 'id': '931641182614155264'}]",,,,
1437900884403539975,1437601727037980674,2021-09-14 19:07:40 SA Eastern Standard Time,2021-09-14,19:07:40,-0300,1437118872537141248,ygoucooper,Ygor,,"@thamyrespba @lirouleo_ @transpreta Carbonizada, essa é a palavra que define o conceito. Trazendo a tona a importância do combate das queimadas na Amazônia!",pt,[],[],[],0,0,4,[],[],https://twitter.com/Ygoucooper/status/1437900884403539975,False,,0,,,,,,,,"[{'screen_name': 'thamyrespba', 'name': 'sad siri', 'id': '1332590820613124096'}, {'screen_name': 'lirouleo_', 'name': 'leozinho', 'id': '104056135'}, {'screen_name': 'transpreta', 'name': 'Giovanna Heliodoro', 'id': '308572073'}]",,,,
1437894595929649155,1437893723002654722,2021-09-14 18:42:41 SA Eastern Standard Time,2021-09-14,18:42:41,-0300,1049030958,ytoha_,Ytôhã Pompeu #AIQUENOJO!,,"@julixnaxl KKKKKKKKKKKKKKKKKK ""vermelho como brasa"" = queimadas na amazônia = Brasil. É sobre isso, parente",pt,[],[],[],1,3,131,[],[],https://twitter.com/ytoha_/status/1437894595929649155,False,,0,,,,,,,,"[{'screen_name': 'julixnaxl', 'name': 'ju 🐆', 'id': '1111800289391190016'}]",,,,
