id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1114928180366909440,1114928180366909440,2019-04-07 13:29:27 -03,2019-04-07,13:29:27,-0300,35317431,paulogbarreto,Paulo Barreto,,. @GeneralMourao afirma que deve parar #desmatamento na #Amazônia e ampliar #reflorestamento de acordo com promessa do país ao acordo de Paris. #mudança #climática #bc19 @Harvard @MIT,pt,"[{'screen_name': 'generalmourao', 'name': 'general hamilton mourão', 'id': '1058819604741525510'}, {'screen_name': 'harvard', 'name': 'harvard university', 'id': '39585367'}, {'screen_name': 'mit', 'name': 'massachusetts institute of technology (mit)', 'id': '15460048'}]",[],[],0,5,9,"['desmatamento', 'amazônia', 'reflorestamento', 'mudança', 'climática', 'bc19']",[],https://twitter.com/paulogbarreto/status/1114928180366909440,False,,0,,,,,,,,[],,,,
1114895864579919878,1114895864579919878,2019-04-07 11:21:02 -03,2019-04-07,11:21:02,-0300,910898856178659329,amazonmarmosets,Amazon Marmosets,,"Os saguis da Amazônia formam um grupo diverso de primatas, distribuído ao longo de praticamente toda a região Amazônica. Estas espécies ocorrem em areas restritas e estão vulneráveis ao desmatamento especialmente na porção Sul da Amazônia. Saiba mais em:  https://t.co/f8gOsmOREP  https://t.co/OfV5mLyCrx",pt,[],['https://buff.ly/2GVoS5n'],['https://pbs.twimg.com/media/D3jn4T4XkAA0lNp.jpg'],0,0,1,[],[],https://twitter.com/amazonmarmosets/status/1114895864579919878,False,,1,https://pbs.twimg.com/media/D3jn4T4XkAA0lNp.jpg,,,,,,,[],,,,
1114887457860984832,1114887457860984832,2019-04-07 10:47:38 -03,2019-04-07,10:47:38,-0300,349329796,lopez_ivoneth,Ivoneth Lopes,,Efeitos do desmatamento: Estudo inédito revela que a Amazônia está perdendo superfície de água -  https://t.co/LdxqRq0e5d  https://t.co/pSOt3GuEJ7,pt,[],"['http://xapuri.info', 'https://www.xapuri.info/meio-ambiente/efeitos-do-desmatamento-estudo-inedito-revela-que-a-amazonia-esta-perdendo-superficie-de-agua/']",[],0,0,0,[],[],https://twitter.com/Lopez_Ivoneth/status/1114887457860984832,False,,0,,,,,,,,[],,,,
1114865655868575745,1114865655868575745,2019-04-07 09:21:00 -03,2019-04-07,09:21:00,-0300,3907825898,colaboraprojeto,Projeto #Colabora,,👉#ColaboraCurtiu  Indígenas veem frente de desmatamento se aproximar cada vez mais sem que ação de segurança contenha os invasores   https://t.co/ldE4W3QufO  Via @amazonia_real,pt,"[{'screen_name': 'amazonia_real', 'name': 'amazônia real', 'id': '2147700098'}]",['http://amazoniareal.com.br/ameacas-aos-karipuna-nao-cessam-mesmo-com-liminar-que-deveria-protege-los/'],[],0,1,1,['colaboracurtiu'],[],https://twitter.com/colaboraprojeto/status/1114865655868575745,False,,0,,,,,,,,[],,,,
1114861711473950726,1114861711473950726,2019-04-07 09:05:19 -03,2019-04-07,09:05:19,-0300,51499359,blogmesquita,José Mesquita,,A mais nova ameaça do #governo #Bolsonaro à #política #ambiental. #Amazônia #Desmatamento #MeioAmbiente Leia mais em:  https://t.co/6zVIHb0QgP  https://t.co/eD6SBNAhNK,pt,[],['https://mesquita.blog.br/conama-amazoniapolitica-ambiental-ricardo-salles-meio-ambiente-desmatamento-recursos-naturais-brasil-bolsonaro-onix-lorenzonni-blog-do-mesquita'],['https://pbs.twimg.com/media/D3jI0OsXsAIc0yR.jpg'],0,0,0,"['governo', 'bolsonaro', 'política', 'ambiental', 'amazônia', 'desmatamento', 'meioambiente']",[],https://twitter.com/blogmesquita/status/1114861711473950726,False,,1,https://pbs.twimg.com/media/D3jI0OsXsAIc0yR.jpg,,,,,,,[],,,,
1114733088947548161,1114733088947548161,2019-04-07 00:34:13 -03,2019-04-07,00:34:13,-0300,14609268,ericobaymma,Erico Baymma,,Desmatamento na Amazônia está prestes a atingir limite irreversível  https://t.co/OqK9GYo0yS,pt,[],['https://socientifica.com.br/2018/03/desmatamento-na-amazonia-esta-prestes-a-atingir-limite-irreversivel/'],[],0,0,0,[],[],https://twitter.com/EricoBaymma/status/1114733088947548161,False,,0,,,,,,,,[],,,,
1114675928465063936,1114675928465063936,2019-04-06 20:47:05 -03,2019-04-06,20:47:05,-0300,347542065,kryartura,🕸️,,inferno luan henrike seu maldito eu espero q seu pau caia e vire um lindo ype branco pra combater o desmatamento da amazonia,pt,[],[],[],0,0,0,[],[],https://twitter.com/KRYARTURA/status/1114675928465063936,False,,0,,,,,,,,[],,,,
1114651639992991745,1114651639992991745,2019-04-06 19:10:34 -03,2019-04-06,19:10:34,-0300,52495721,paulosisinno,Paulo Sisinno,,"O desmatamento voltou a subir e a Amazônia está virando um canteiro de obras. Não vamos ficar parados, precisamos da sua ajuda! Junte-se a nós por nossas florestas:  https://t.co/h46WbH20ne   A destruição silenciosa...  https://t.co/RLk6iPgFa2",pt,[],"['http://bit.ly/1xJDzkF', 'https://www.facebook.com/paulo.sisinno/posts/10216766352943959']",[],0,0,0,[],[],https://twitter.com/paulosisinno/status/1114651639992991745,False,,0,,,,,,,,[],,,,
1114571769883648001,1114571769883648001,2019-04-06 13:53:12 -03,2019-04-06,13:53:12,-0300,295183530,mundocerto,mundocerto,,"""As áreas de alerta de desmatamento e degradação na Amazônia Legal somaram 831 km² no mês de março de 2019""  https://t.co/xLlW5XfCt4",pt,[],['https://noticias.ambientebrasil.com.br/clipping/2019/04/05/151312-alertas-do-deter-em-marco-somam-831-km%c2%b2-na-amazonia.html'],[],0,0,0,[],[],https://twitter.com/mundocerto/status/1114571769883648001,False,,0,,,,,,,,[],,,,
1114519714338832384,1114519209768255489,2019-04-06 10:26:21 -03,2019-04-06,10:26:21,-0300,2839706692,natupwr,Ju,,"A Natureza, a Amazônia, é a nossa riqueza, é o que o Brasil tem de mais bonito e precioso. O desmatamento aumenta cada vez mais... Até quando vão querer explorar o nosso maior bem?  O Brasil precisa da Amazônia, o MUNDO precisa da última floresta 'preservada' do mundo.",pt,[],[],[],0,0,0,[],[],https://twitter.com/natupwr/status/1114519714338832384,False,,0,,,,,,,,[],,,,
